max_cc cc_shift dlnA mstalta length start end center mode
 0.981426  4.0 -0.206975  1.000000   243  1069  1312  1190 1
 0.672569 10.0  0.405471  0.016561   865  1312  2177  1744 0
 0.837588  9.0  0.268185  0.044445   409  1312  1721  1516 0
 0.656055 10.0  0.430323  0.007771  1407  1312  2719  2015 0
 0.733208  9.0  0.314364  0.016561   544  1312  1856  1584 0
 0.983130  8.0  0.124207  1.000000   234  1312  1546  1429 1
 0.654125 10.0  0.432803  0.007771  1574  1312  2886  2099 0
 0.659887 10.0  0.424893  0.008092  1124  1312  2436  1874 0
 0.553319 27.0  0.953004  0.016561   631  1546  2177  1861 0
 0.526761 27.0  0.996848  0.007771  1173  1546  2719  2132 0
 0.532312 27.0  0.987957  0.008092   890  1546  2436  1991 0
 0.529939 27.0  0.997289  0.007771  1340  1546  2886  2216 0
 0.516671 130.0  1.042195  0.007771   998  1721  2719  2220 0
 0.545488 131.0  0.971531  0.047832   456  1721  2177  1949 0
 0.528166 130.0  1.028318  0.008092   715  1721  2436  2078 0
 0.503272 130.0  1.042008  0.007771  1165  1721  2886  2303 0
 0.676768 23.0  1.076377  0.007771  1030  1856  2886  2371 0
 0.752901 23.0  0.981412  1.000000   321  1856  2177  2016 1
 0.675088 23.0  1.077600  0.007771   863  1856  2719  2287 0
 0.690806 23.0  1.059271  0.008092   580  1856  2436  2146 0
 0.278763 -599.0  1.875464  0.007771   709  2177  2886  2531 0
 0.472791 28.0  1.403393  0.053025   450  2436  2886  2661 0
 0.836312 29.0  1.032179  1.000000   167  2719  2886  2802 0
 0.959623  6.0 -0.003242  0.089355   661   881  1542  1211 1
 0.981565  4.0 -0.203447  0.089355   427   881  1308  1094 1
 0.777905  7.0  0.140211  0.016144   972   881  1853  1367 0
 0.993389  0.0 -0.252132  1.000000   112   881   993   937 0
 0.707410  8.0  0.237104  0.007991  1553   881  2434  1657 0
 0.717265  8.0  0.223120  0.016144  1293   881  2174  1527 0
 0.998176  0.0 -0.215840  0.089355   180   881  1061   971 0
 0.702946  8.0  0.242805  0.007913  2004   881  2885  1883 0
 0.704867  8.0  0.240500  0.007913  1836   881  2717  1799 0
 0.850815  7.0  0.101628  0.044934   836   881  1717  1299 0
 0.707410  8.0  0.237104  0.007991  1441   993  2434  1713 0
 0.850814  7.0  0.101628  0.044934   724   993  1717  1355 0
 0.981565  4.0 -0.203447  0.390452   315   993  1308  1150 1
 0.777905  7.0  0.140211  0.016144   860   993  1853  1423 0
 0.998179  0.0 -0.215820  1.000000    68   993  1061  1027 0
 0.717265  8.0  0.223120  0.016144  1181   993  2174  1583 0
 0.702946  8.0  0.242805  0.007913  1892   993  2885  1939 0
 0.959623  6.0 -0.003242  0.100740   549   993  1542  1267 1
 0.704867  8.0  0.240500  0.007913  1724   993  2717  1855 0
 0.702946  8.0  0.242806  0.007913  1824  1061  2885  1973 0
 0.850814  7.0  0.101628  0.044934   656  1061  1717  1389 0
 0.707410  8.0  0.237105  0.007991  1373  1061  2434  1747 0
 0.717265  8.0  0.223120  0.016144  1113  1061  2174  1617 0
 0.959623  6.0 -0.003242  0.100740   481  1061  1542  1301 1
 0.704867  8.0  0.240501  0.007913  1656  1061  2717  1889 0
 0.981565  4.0 -0.203447  1.000000   247  1061  1308  1184 1
 0.777905  7.0  0.140211  0.016144   792  1061  1853  1457 0
 0.660360 10.0  0.440111  0.007913  1409  1308  2717  2012 0
 0.663301 10.0  0.436013  0.007991  1126  1308  2434  1871 0
 0.981667  8.0  0.142332  1.000000   234  1308  1542  1425 1
 0.674825 10.0  0.418810  0.016144   866  1308  2174  1741 0
 0.841602  9.0  0.279042  0.044934   409  1308  1717  1512 0
 0.658466 10.0  0.442592  0.007913  1577  1308  2885  2096 0
 0.729085  9.0  0.325278  0.016144   545  1308  1853  1580 0
 0.554772 27.0  0.972864  0.007991   892  1542  2434  1988 0
 0.553070 27.0  0.980158  0.007913  1343  1542  2885  2213 0
 0.550117 27.0  0.979431  0.007913  1175  1542  2717  2129 0
 0.574215 27.0  0.941969  0.016144   632  1542  2174  1858 0
 0.525167 129.0  1.039988  0.007913  1000  1717  2717  2217 0
 0.534640 129.0  1.029935  0.007991   717  1717  2434  2075 0
 0.549146 129.0  0.980454  0.049285   457  1717  2174  1945 0
 0.511279 129.0  1.039987  0.007913  1168  1717  2885  2301 0
 0.680295 22.0  1.072008  0.007913   864  1853  2717  2285 0
 0.681587 22.0  1.071141  0.007913  1032  1853  2885  2369 0
 0.692737 22.0  1.058782  0.007991   581  1853  2434  2143 0
 0.747503 22.0  0.991321  1.000000   321  1853  2174  2013 1
 0.269823 -599.0  1.814963  0.007913   711  2174  2885  2529 0
 0.506613 28.0  1.332155  0.052831   451  2434  2885  2659 0
 0.840396 29.0  1.039275  1.000000   168  2717  2885  2801 0
 0.710219  8.0  0.242878  0.007966  1550   881  2431  1656 0
 0.958432  6.0  0.006755  0.076317   657   881  1538  1209 1
 0.981694  4.0 -0.199568  0.076317   423   881  1304  1092 1
 0.719202  8.0  0.230394  0.015814  1290   881  2171  1526 0
 0.706258  8.0  0.247954  0.007966  2002   881  2883  1882 0
 0.993120  0.0 -0.248497  1.000000   107   881   988   934 0
 0.709481  8.0  0.243977  0.007966  1650   881  2531  1706 0
 0.708198  8.0  0.245584  0.007966  1833   881  2714  1797 0
 0.775549  7.0  0.146141  0.015814   970   881  1851  1366 0
 0.853180  7.0  0.107401  0.045399   833   881  1714  1297 0
 0.719202  8.0  0.230394  0.015814  1183   988  2171  1579 0
 0.981694  4.0 -0.199568  1.000000   316   988  1304  1146 1
 0.853180  7.0  0.107401  0.045399   726   988  1714  1351 0
 0.710219  8.0  0.242878  0.007966  1443   988  2431  1709 0
 0.709481  8.0  0.243977  0.007966  1543   988  2531  1759 0
 0.706258  8.0  0.247954  0.007966  1895   988  2883  1935 0
 0.775549  7.0  0.146141  0.015814   863   988  1851  1419 0
 0.708198  8.0  0.245584  0.007966  1726   988  2714  1851 0
 0.958432  6.0  0.006755  0.100479   550   988  1538  1263 1
 0.845327  9.0  0.289493  0.045399   410  1304  1714  1509 0
 0.725930  9.0  0.335884  0.015814   547  1304  1851  1577 0
 0.665328 10.0  0.449310  0.007966  1410  1304  2714  2009 0
 0.663413 10.0  0.451868  0.007966  1579  1304  2883  2093 0
 0.667677 10.0  0.446055  0.007966  1127  1304  2431  1867 0
 0.678264 10.0  0.430688  0.015814   867  1304  2171  1737 0
 0.979967  7.0  0.160067  1.000000   234  1304  1538  1421 1
 0.666810 10.0  0.447406  0.007966  1227  1304  2531  1917 0
 0.576152 26.0  0.962198  0.007966  1345  1538  2883  2210 0
 0.573520 26.0  0.961057  0.007966  1176  1538  2714  2126 0
 0.595746 26.0  0.928365  0.015814   633  1538  2171  1854 0
 0.577627 26.0  0.955937  0.007966   893  1538  2431  1984 0
 0.575603 26.0  0.958345  0.007966   993  1538  2531  2034 0
 0.553363 127.0  0.985032  0.050764   457  1714  2171  1942 0
 0.533136 127.0  1.036322  0.007966  1000  1714  2714  2214 0
 0.541070 127.0  1.028649  0.007966   717  1714  2431  2072 0
 0.518609 127.0  1.036722  0.007966  1169  1714  2883  2298 0
 0.538527 127.0  1.032393  0.007966   817  1714  2531  2122 0
 0.694040 21.0  1.055624  0.007966   580  1851  2431  2141 0
 0.683710 21.0  1.065690  0.007966   863  1851  2714  2282 0
 0.684531 21.0  1.065440  0.007966  1032  1851  2883  2367 0
 0.742964 21.0  0.996360  1.000000   320  1851  2171  2011 1
 0.689515 21.0  1.060621  0.007966   680  1851  2531  2191 0
 0.275446 -458.0  1.765620  0.007986   712  2171  2883  2527 0
 0.531761 27.0  1.287268  0.013210   452  2431  2883  2657 0
 0.633156 29.0  1.190340  0.052514   352  2531  2883  2707 0
 0.843302 29.0  1.055840  1.000000   169  2714  2883  2798 0
 0.712113  8.0  0.250551  0.007987  1830   881  2711  1796 0
 0.774345  7.0  0.151560  0.015581   967   881  1848  1364 0
 0.957099  6.0  0.017024  0.070264   652   881  1533  1207 1
 0.710089  8.0  0.253053  0.007987  2001   881  2882  1881 0
 0.992841  0.0 -0.244791  1.000000   102   881   983   932 0
 0.856171  7.0  0.112622  0.045837   828   881  1709  1295 0
 0.713073  8.0  0.249373  0.007987  1662   881  2543  1712 0
 0.713864  8.0  0.248158  0.008021  1547   881  2428  1654 0
 0.981751  4.0 -0.195408  0.070264   419   881  1300  1090 1
 0.722094  8.0  0.236962  0.015581  1287   881  2168  1524 0
 0.713864  8.0  0.248158  0.008021  1445   983  2428  1705 0
 0.981751  4.0 -0.195408  1.000000   317   983  1300  1141 1
 0.712113  8.0  0.250551  0.007987  1728   983  2711  1847 0
 0.710089  8.0  0.253053  0.007987  1899   983  2882  1932 0
 0.774345  7.0  0.151560  0.015581   865   983  1848  1415 0
 0.713073  8.0  0.249373  0.007987  1560   983  2543  1763 0
 0.856171  7.0  0.112622  0.045837   726   983  1709  1346 0
 0.957099  6.0  0.017024  0.100055   550   983  1533  1258 1
 0.722094  8.0  0.236961  0.015581  1185   983  2168  1575 0
 0.724424  9.0  0.345723  0.015581   548  1300  1848  1574 0
 0.669069 10.0  0.460970  0.007987  1582  1300  2882  2091 0
 0.682897 10.0  0.441583  0.015581   868  1300  2168  1734 0
 0.673122 10.0  0.455379  0.008021  1128  1300  2428  1864 0
 0.672199 10.0  0.456874  0.007987  1243  1300  2543  1921 0
 0.849840  9.0  0.299129  0.045837   409  1300  1709  1504 0
 0.671082 10.0  0.458252  0.007987  1411  1300  2711  2005 0
 0.978698  7.0  0.178505  1.000000   233  1300  1533  1416 1
 0.598937 26.0  0.938067  0.007987  1010  1533  2543  2038 0
 0.618004 26.0  0.910627  0.015581   635  1533  2168  1850 0
 0.601136 26.0  0.935392  0.008021   895  1533  2428  1980 0
 0.597161 26.0  0.939908  0.007987  1178  1533  2711  2122 0
 0.599494 26.0  0.941626  0.007987  1349  1533  2882  2207 0
 0.540667 125.0  1.032718  0.007987  1002  1709  2711  2210 0
 0.558223 125.0  0.987468  0.052259   459  1709  2168  1938 0
 0.545215 125.0  1.030218  0.007987   834  1709  2543  2126 0
 0.547746 125.0  1.026104  0.008021   719  1709  2428  2068 0
 0.525388 125.0  1.033728  0.007987  1173  1709  2882  2295 0
 0.737257 20.0  0.999349  1.000000   320  1848  2168  2008 1
 0.693439 20.0  1.051739  0.008021   580  1848  2428  2138 0
 0.684427 20.0  1.061023  0.007987  1034  1848  2882  2365 0
 0.688886 20.0  1.057229  0.007987   695  1848  2543  2195 0
 0.684251 20.0  1.060409  0.007987   863  1848  2711  2279 0
 0.278196 -458.0  1.728923  0.007987   714  2168  2882  2525 0
 0.544424 27.0  1.276962  0.012889   454  2428  2882  2655 0
 0.667054 28.0  1.162816  0.052100   339  2543  2882  2712 0
 0.844566 29.0  1.082284  1.000000   171  2711  2882  2796 0
 0.725955  8.0  0.242850  0.015469  1284   881  2165  1523 0
 0.717663  8.0  0.254066  0.007916  1668   881  2549  1715 0
 0.718456  8.0  0.252842  0.008154  1545   881  2426  1653 0
 0.773681  7.0  0.157711  0.015469   965   881  1846  1363 0
 0.955184  6.0  0.027294  0.067460   648   881  1529  1205 1
 0.858884  7.0  0.118133  0.046246   824   881  1705  1293 0
 0.714633  8.0  0.257870  0.007916  2000   881  2881  1881 0
 0.716806  8.0  0.255169  0.007916  1827   881  2708  1794 0
 0.981699  4.0 -0.191086  0.067460   415   881  1296  1088 1
 0.716806  8.0  0.255169  0.007916  1729   979  2708  1843 0
 0.981699  4.0 -0.191086  1.000000   317   979  1296  1137 1
 0.718456  8.0  0.252842  0.008154  1447   979  2426  1702 0
 0.725955  8.0  0.242850  0.015469  1186   979  2165  1572 0
 0.858884  7.0  0.118133  0.046246   726   979  1705  1342 0
 0.955184  6.0  0.027294  0.099473   550   979  1529  1254 1
 0.717663  8.0  0.254066  0.007916  1570   979  2549  1764 0
 0.773681  7.0  0.157711  0.015469   867   979  1846  1412 0
 0.714633  8.0  0.257870  0.007916  1902   979  2881  1930 0
 0.724113  9.0  0.356437  0.015469   550  1296  1846  1571 0
 0.675871 11.0  0.469609  0.007916  1585  1296  2881  2088 0
 0.688847 10.0  0.451523  0.015469   869  1296  2165  1730 0
 0.678949 10.0  0.465358  0.007916  1253  1296  2549  1922 0
 0.976463  7.0  0.196975  1.000000   233  1296  1529  1412 1
 0.853951  9.0  0.309110  0.046246   409  1296  1705  1500 0
 0.679872 10.0  0.463849  0.008154  1130  1296  2426  1861 0
 0.677953 10.0  0.466648  0.007916  1412  1296  2708  2002 0
 0.621209 25.0  0.918001  0.007916  1020  1529  2549  2039 0
 0.639025 25.0  0.893112  0.015469   636  1529  2165  1847 0
 0.621186 25.0  0.922180  0.007916  1352  1529  2881  2205 0
 0.619369 25.0  0.919760  0.007916  1179  1529  2708  2118 0
 0.623372 25.0  0.915289  0.008154   897  1529  2426  1977 0
 0.532150 123.0  1.028426  0.007916  1176  1705  2881  2293 0
 0.552570 123.0  1.024226  0.007916   844  1705  2549  2127 0
 0.554981 123.0  1.020090  0.008154   721  1705  2426  2065 0
 0.548216 123.0  1.026553  0.007916  1003  1705  2708  2206 0
 0.564446 124.0  0.985884  0.053746   460  1705  2165  1935 0
 0.691153 19.0  1.048469  0.007916   703  1846  2549  2197 0
 0.686787 19.0  1.051456  0.007916   862  1846  2708  2277 0
 0.695472 19.0  1.042922  0.008154   580  1846  2426  2136 0
 0.685889 19.0  1.053306  0.007916  1035  1846  2881  2363 0
 0.734972 19.0  0.996374  1.000000   319  1846  2165  2005 1
 0.289101 33.0  1.700477  0.007916   716  2165  2881  2523 0
 0.545654 27.0  1.293440  0.012264   455  2426  2881  2653 0
 0.672372 28.0  1.182746  0.051597   332  2549  2881  2715 0
 0.840703 29.0  1.116793  1.000000   173  2708  2881  2794 0
 0.730807  8.0  0.247909  0.015518  1282   881  2163  1522 0
 0.981533  4.0 -0.186730  0.066587   411   881  1292  1086 1
 0.720130  8.0  0.261911  0.007779  1999   881  2880  1880 0
 0.952727  6.0  0.037831  0.066587   644   881  1525  1203 1
 0.861432  7.0  0.123841  0.046631   820   881  1701  1291 0
 0.774499  7.0  0.163241  0.015518   962   881  1843  1362 0
 0.724153  8.0  0.256572  0.008356  1542   881  2423  1652 0
 0.722540  8.0  0.258923  0.007779  1824   881  2705  1793 0
 0.723343  8.0  0.257808  0.007779  1670   881  2551  1716 0
 0.720130  8.0  0.261910  0.007779  1906   974  2880  1927 0
 0.723343  8.0  0.257808  0.007779  1577   974  2551  1762 0
 0.730807  8.0  0.247909  0.015518  1189   974  2163  1568 0
 0.724153  8.0  0.256572  0.008356  1449   974  2423  1698 0
 0.981533  4.0 -0.186730  1.000000   318   974  1292  1133 1
 0.722540  8.0  0.258923  0.007779  1731   974  2705  1839 0
 0.861432  7.0  0.123841  0.046631   727   974  1701  1337 0
 0.952726  6.0  0.037831  0.098746   551   974  1525  1249 1
 0.774499  7.0  0.163241  0.015518   869   974  1843  1408 0
 0.726074  9.0  0.366250  0.015518   551  1292  1843  1567 0
 0.687358 11.0  0.472546  0.007779  1259  1292  2551  1921 0
 0.973501  7.0  0.216078  1.000000   233  1292  1525  1408 1
 0.857923  9.0  0.319334  0.046631   409  1292  1701  1496 0
 0.686436 11.0  0.473855  0.007779  1413  1292  2705  1998 0
 0.696351 11.0  0.460321  0.015518   871  1292  2163  1727 0
 0.688317 11.0  0.471018  0.008356  1131  1292  2423  1857 0
 0.684146 11.0  0.477169  0.007779  1588  1292  2880  2086 0
 0.645441 24.0  0.892661  0.008356   898  1525  2423  1974 0
 0.643265 24.0  0.895431  0.007779  1026  1525  2551  2038 0
 0.659576 24.0  0.873329  0.015518   638  1525  2163  1844 0
 0.641389 24.0  0.897306  0.007779  1180  1525  2705  2115 0
 0.642468 24.0  0.900638  0.007779  1355  1525  2880  2202 0
 0.571546 122.0  0.980051  0.055217   462  1701  2163  1932 0
 0.539680 122.0  1.019362  0.007779  1179  1701  2880  2290 0
 0.563380 122.0  1.009597  0.008356   722  1701  2423  2062 0
 0.560885 122.0  1.013800  0.007779   850  1701  2551  2126 0
 0.556564 122.0  1.016276  0.007779  1004  1701  2705  2203 0
 0.697587 18.0  1.031480  0.008356   580  1843  2423  2133 0
 0.732361 18.0  0.991229  1.000000   320  1843  2163  2003 1
 0.689305 18.0  1.040340  0.007779   862  1843  2705  2274 0
 0.693362 18.0  1.037134  0.007779   708  1843  2551  2197 0
 0.686829 18.0  1.043842  0.007779  1037  1843  2880  2361 0
 0.319860 32.0  1.671310  0.007779   717  2163  2880  2521 0
 0.543260 26.0  1.322750  0.011483   457  2423  2880  2651 0
 0.661263 28.0  1.219006  0.051013   329  2551  2880  2715 0
 0.828617 29.0  1.159712  1.000000   175  2705  2880  2792 0
 0.736970  8.0  0.251426  0.015810  1279   881  2160  1520 0
 0.731052  8.0  0.258981  0.008612  1540   881  2421  1651 0
 0.729491  8.0  0.261329  0.007585  1820   881  2701  1791 0
 0.949808  6.0  0.048454  0.067202   640   881  1521  1201 1
 0.863732  7.0  0.129769  0.046992   816   881  1697  1289 0
 0.726745  8.0  0.264705  0.007585  1998   881  2879  1880 0
 0.981279  4.0 -0.182446  0.067202   407   881  1288  1084 1
 0.730212  8.0  0.260235  0.007585  1671   881  2552  1716 0
 0.775943  7.0  0.169635  0.015810   960   881  1841  1361 0
 0.775943  7.0  0.169635  0.015810   872   969  1841  1405 0
 0.729491  8.0  0.261329  0.007585  1732   969  2701  1835 0
 0.736970  8.0  0.251426  0.015810  1191   969  2160  1564 0
 0.726745  8.0  0.264705  0.007585  1910   969  2879  1924 0
 0.731052  8.0  0.258981  0.008612  1452   969  2421  1695 0
 0.981279  4.0 -0.182446  1.000000   319   969  1288  1128 1
 0.949808  6.0  0.048454  0.097886   552   969  1521  1245 1
 0.730212  8.0  0.260235  0.007585  1583   969  2552  1760 0
 0.863732  7.0  0.129769  0.046992   728   969  1697  1333 0
 0.697455 11.0  0.477972  0.007585  1264  1288  2552  1920 0
 0.696639 11.0  0.479260  0.007585  1413  1288  2701  1994 0
 0.693929 11.0  0.483057  0.007585  1591  1288  2879  2083 0
 0.705644 11.0  0.467074  0.015810   872  1288  2160  1724 0
 0.698459 11.0  0.476417  0.008612  1133  1288  2421  1854 0
 0.969943  7.0  0.235574  1.000000   233  1288  1521  1404 1
 0.861676  9.0  0.329845  0.046992   409  1288  1697  1492 0
 0.730038 10.0  0.377134  0.015810   553  1288  1841  1564 0
 0.681563 24.0  0.849917  0.015810   639  1521  2160  1840 0
 0.668841 24.0  0.866944  0.008612   900  1521  2421  1971 0
 0.666533 24.0  0.869799  0.007585  1031  1521  2552  2036 0
 0.664753 24.0  0.871723  0.007585  1180  1521  2701  2111 0
 0.664988 24.0  0.876227  0.007585  1358  1521  2879  2200 0
 0.571585 120.0  0.993310  0.008612   724  1697  2421  2059 0
 0.546848 120.0  1.004937  0.007585  1182  1697  2879  2288 0
 0.578687 120.0  0.967399  0.056641   463  1697  2160  1928 1
 0.568963 120.0  0.997641  0.007585   855  1697  2552  2124 0
 0.564753 120.0  1.000187  0.007585  1004  1697  2701  2199 0
 0.690931 17.0  1.026009  0.007585  1038  1841  2879  2360 0
 0.734831 17.0  0.975167  1.000000   319  1841  2160  2000 1
 0.699241 17.0  1.016752  0.007585   711  1841  2552  2196 0
 0.703599 17.0  1.010857  0.008612   580  1841  2421  2131 0
 0.695788 17.0  1.020117  0.007585   860  1841  2701  2271 0
 0.349520 32.0  1.647566  0.007585   719  2160  2879  2519 0
 0.540181 26.0  1.354330  0.010656   458  2421  2879  2650 0
 0.647943 27.0  1.257365  0.050347   327  2552  2879  2715 0
 0.807906 29.0  1.209181  1.000000   178  2701  2879  2790 0
 0.734444  8.0  0.266053  0.007349  1999   881  2880  1880 0
 0.946611  6.0  0.058862  0.069313   636   881  1517  1199 1
 0.739115  8.0  0.259890  0.008904  1537   881  2418  1649 0
 0.737606  8.0  0.262203  0.007349  1817   881  2698  1789 0
 0.779142  7.0  0.174979  0.016520   957   881  1838  1359 0
 0.980981  4.0 -0.178309  0.069313   403   881  1284  1082 1
 0.865525  7.0  0.136054  0.047331   813   881  1694  1287 0
 0.738230  8.0  0.261169  0.007349  1671   881  2552  1716 0
 0.744350  8.0  0.253347  0.016520  1277   881  2158  1519 0
 0.737606  8.0  0.262203  0.007349  1734   964  2698  1831 0
 0.744350  8.0  0.253347  0.016520  1194   964  2158  1561 0
 0.946611  6.0  0.058862  0.096908   553   964  1517  1240 1
 0.738230  8.0  0.261169  0.007349  1588   964  2552  1758 0
 0.734443  8.0  0.266053  0.007349  1916   964  2880  1922 0
 0.865525  7.0  0.136054  0.047331   730   964  1694  1329 0
 0.739115  8.0  0.259890  0.008904  1454   964  2418  1691 0
 0.980981  4.0 -0.178310  1.000000   320   964  1284  1124 1
 0.779142  7.0  0.174979  0.016520   874   964  1838  1401 0
 0.716512 11.0  0.471692  0.016520   874  1284  2158  1721 0
 0.710120 11.0  0.479800  0.008904  1134  1284  2418  1851 0
 0.736717 10.0  0.386544  0.016520   554  1284  1838  1561 0
 0.708359 11.0  0.482611  0.007349  1414  1284  2698  1991 0
 0.966023  7.0  0.255018  1.000000   233  1284  1517  1400 1
 0.709048 11.0  0.481393  0.007349  1268  1284  2552  1918 0
 0.705117 11.0  0.487000  0.007349  1596  1284  2880  2082 0
 0.864848  9.0  0.340826  0.047331   410  1284  1694  1489 0
 0.688918 23.0  0.842951  0.007349  1181  1517  2698  2107 0
 0.687835 23.0  0.848844  0.007349  1363  1517  2880  2198 0
 0.690457 23.0  0.841070  0.007349  1035  1517  2552  2034 0
 0.704358 23.0  0.823141  0.016520   641  1517  2158  1837 0
 0.692914 23.0  0.838100  0.008904   901  1517  2418  1967 0
 0.578424 119.0  0.970321  0.008904   724  1694  2418  2056 0
 0.571455 119.0  0.977362  0.007349  1004  1694  2698  2196 0
 0.575534 119.0  0.974858  0.007349   858  1694  2552  2123 0
 0.552568 119.0  0.984187  0.007349  1186  1694  2880  2287 0
 0.585565 119.0  0.947487  0.058001   464  1694  2158  1926 1
 0.707817 16.0  0.986043  0.008904   580  1838  2418  2128 0
 0.735735 16.0  0.954389  1.000000   320  1838  2158  1998 1
 0.703174 16.0  0.992266  0.007349   714  1838  2552  2195 0
 0.700477 16.0  0.995610  0.007349   860  1838  2698  2268 0
 0.692640 16.0  1.004392  0.007349  1042  1838  2880  2359 0
 0.380742 31.0  1.623661  0.007349   722  2158  2880  2519 0
 0.534275 26.0  1.381347  0.009858   462  2418  2880  2649 0
 0.633035 27.0  1.290032  0.049607   328  2552  2880  2716 0
 0.777897 29.0  1.256392  1.000000   182  2698  2880  2789 0
 0.752849  8.0  0.253658  0.017521  1276   881  2157  1519 0
 0.943326  6.0  0.068808  0.073743   632   881  1513  1197 1
 0.866858  7.0  0.142765  0.047650   810   881  1691  1286 0
 0.980677  4.0 -0.174343  0.073743   399   881  1280  1080 1
 0.991103  0.0 -0.238193  1.000000    78   881   959   920 0
 0.748062  8.0  0.259513  0.009215  1535   881  2416  1648 0
 0.746584  8.0  0.261802  0.007092  1814   881  2695  1788 0
 0.742963  8.0  0.266195  0.007092  2000   881  2881  1881 0
 0.782803  7.0  0.181446  0.017521   955   881  1836  1358 0
 0.747138  8.0  0.260811  0.007092  1670   881  2551  1716 0
 0.746584  8.0  0.261802  0.007092  1736   959  2695  1827 0
 0.943326  6.0  0.068809  0.095829   554   959  1513  1236 1
 0.866857  7.0  0.142765  0.047650   732   959  1691  1325 0
 0.752849  8.0  0.253658  0.017521  1198   959  2157  1558 0
 0.747138  8.0  0.260811  0.007092  1592   959  2551  1755 0
 0.980677  4.0 -0.174343  1.000000   321   959  1280  1119 1
 0.748062  8.0  0.259513  0.009215  1457   959  2416  1687 0
 0.782803  7.0  0.181446  0.017521   877   959  1836  1397 0
 0.742963  8.0  0.266195  0.007092  1922   959  2881  1920 0
 0.867500  9.0  0.352365  0.047650   411  1280  1691  1485 0
 0.728756 11.0  0.474124  0.017521   877  1280  2157  1718 0
 0.721149 11.0  0.484197  0.007092  1415  1280  2695  1987 0
 0.961968  7.0  0.274021  1.000000   233  1280  1513  1396 1
 0.717317 11.0  0.489269  0.007092  1601  1280  2881  2080 0
 0.744695 10.0  0.397355  0.017521   556  1280  1836  1558 0
 0.722886 11.0  0.481402  0.009215  1136  1280  2416  1848 0
 0.721746 11.0  0.483026  0.007092  1271  1280  2551  1915 0
 0.713128 22.0  0.811884  0.007092  1182  1513  2695  2104 0
 0.739004 25.0  0.717027  0.017521   323  1513  1836  1674 0
 0.977743 21.0  0.635110  1.000000   178  1513  1691  1602 0
 0.717102 22.0  0.806922  0.009215   903  1513  2416  1964 0
 0.710511 22.0  0.819381  0.007092  1368  1513  2881  2197 0
 0.727699 22.0  0.793262  0.017521   644  1513  2157  1835 0
 0.714458 22.0  0.810004  0.007092  1038  1513  2551  2032 0
 0.557006 118.0  0.957369  0.007092  1190  1691  2881  2286 0
 0.592321 118.0  0.919504  0.059292   466  1691  2157  1924 1
 0.580772 118.0  0.945419  0.007092   860  1691  2551  2121 0
 0.583900 118.0  0.940637  0.009215   725  1691  2416  2053 0
 0.576728 118.0  0.947976  0.007092  1004  1691  2695  2193 0
 0.707996 15.0  0.956314  0.007092   715  1836  2551  2193 0
 0.713082 15.0  0.949631  0.009215   580  1836  2416  2126 0
 0.694487 15.0  0.972451  0.007092  1045  1836  2881  2358 0
 0.739399 15.0  0.919753  1.000000   321  1836  2157  1996 1
 0.705863 15.0  0.959826  0.007092   859  1836  2695  2265 0
 0.409341 30.0  1.612575  0.007092   724  2157  2881  2519 0
 0.526604 26.0  1.408626  0.009149   465  2416  2881  2648 0
 0.619304 27.0  1.323358  0.048821   330  2551  2881  2716 0
 0.748142 29.0  1.301234  1.000000   186  2695  2881  2788 0
 0.940315  5.0  0.078192  0.082117   628   881  1509  1195 1
 0.762166  8.0  0.252632  0.018693  1274   881  2155  1518 0
 0.757457  8.0  0.258330  0.009528  1532   881  2413  1647 0
 0.980091  4.0 -0.171096  0.082117   394   881  1275  1078 1
 0.751818  8.0  0.265737  0.006841  2005   881  2886  1883 0
 0.787215  7.0  0.188299  0.018693   953   881  1834  1357 0
 0.755891  8.0  0.260737  0.006841  1810   881  2691  1786 0
 0.867357  7.0  0.150238  0.047953   808   881  1689  1285 0
 0.990736  0.0 -0.234649  1.000000    73   881   954   917 0
 0.756423  8.0  0.259734  0.006841  1669   881  2550  1715 0
 0.762166  8.0  0.252632  0.018693  1201   954  2155  1554 0
 0.787215  7.0  0.188299  0.018693   880   954  1834  1394 0
 0.867357  7.0  0.150238  0.047953   735   954  1689  1321 0
 0.755891  8.0  0.260737  0.006841  1737   954  2691  1822 0
 0.757457  8.0  0.258330  0.009528  1459   954  2413  1683 0
 0.980091  4.0 -0.171096  1.000000   321   954  1275  1114 1
 0.756423  8.0  0.259734  0.006841  1596   954  2550  1752 0
 0.940315  5.0  0.078192  0.094664   555   954  1509  1231 1
 0.751818  8.0  0.265737  0.006841  1932   954  2886  1920 0
 0.869525  9.0  0.364724  0.047953   414  1275  1689  1482 0
 0.736510 11.0  0.481599  0.009528  1138  1275  2413  1844 0
 0.735210 11.0  0.483364  0.006841  1275  1275  2550  1912 0
 0.730233 11.0  0.490387  0.006841  1611  1275  2886  2080 0
 0.754485 10.0  0.408385  0.018693   559  1275  1834  1554 0
 0.742306 11.0  0.474485  0.018693   880  1275  2155  1715 0
 0.734643 11.0  0.484556  0.006841  1416  1275  2691  1983 0
 0.958361  7.0  0.292251  1.000000   234  1275  1509  1392 1
 0.752032 22.0  0.761044  0.018693   646  1509  2155  1832 0
 0.978668 20.0  0.615526  1.000000   180  1509  1689  1599 0
 0.733145 22.0  0.789375  0.006841  1377  1509  2886  2197 0
