Network Code,Station Code,Longitude (WGS84),Latitude (WGS84),Affiliation,Archive,Location Description,Place,Elevation,Start Date,End Date
TX,PB40,-103.9339588,31.6419935,Unavailable,TXHUB,,,935,8/20/22,
4O,WB04,-103.950319,31.530513,,,,,961.89,8/26/22,
4O,WB05,-103.8329479,31.7537807,,,,,854.81,8/26/22,
4O,SA09,-104.31933,31.9998,,,,,1069,7/31/22,
4O,SA07,-104.36481,31.86578,,,,,1103,7/31/22,
TX,PB42,-103.640224,31.764578,,,,Loving,830,9/8/22,
4O,WB06,-103.7187809,31.9975481,,,,"Loving Co., TX",950.93,8/26/22,
4O,WB07,-103.8016616,31.99830925,,,,"Loving Co., TX",942.37,8/26/22,
4O,WB08,-103.759894,31.96355,,,,"Loving Co., TX",928.58,8/26/22,
4O,WB09,-103.8032847,31.96368917,,,,"Loving Co., TX",910.79,8/26/22,
4O,WB10,-103.7218932,31.93042,,,,"Loving Co., TX",910.9,8/26/22,
4O,WB11,-103.8004139,31.92770654,,,,"Loving Co., TX",905,8/26/22,
4O,WB12,-103.7642735,31.898132,,,,"Loving Co., TX",886,8/26/22,
TX,PB43,-103.864872,31.680019,Unavailable,TXHUB,,"Reeves County, TX",896,9/22/22,
TX,MB13,-101.633469,32.321431,Unavailable,TXHUB,,"Howard County, TX",774,9/29/22,
TX,ELG6,-100.3263558,28.4816558,University of Texas,TXHUB,,"SSW of El Indio, TX",229,6/30/21,
TX,PB20,-104.06179,31.6281,,,,"Culberson County ,TX",1022,7/10/22,
TX,PB23,-104.07276,31.66404,,,,"Culberson Count, Texas",1005,7/10/22,
TX,PB24,-104.01776,31.61979,,,,"Reeves County, Texas",997,7/11/22,
TX,PB25,-104.07019,31.58308,,,,"Culberson County, Texas",1037,7/11/22,
TX,PB26,-104.12579,31.57819,,,,"Culberson County, Texas",1065,7/10/22,
TX,PB36,-104.425899,31.680262,Unavailable,TXHUB,,"Van Horn, TX",1218,7/26/22,
TX,MB14,-101.618194,32.209722,,,,Whistling Duck SWD,999,11/16/22,
TX,MB15,-102.1659308,32.3938394,Unavailable,TXHUB,,"Lenorah, TX",999,11/16/22,
4O,CV01,-104.0889,31.8504,Unavailable,TXHUB,,"Orla, TX",983,11/8/22,
4O,AT01,-101.73096,31.80227,,,,,815,1/22/23,
TX,MB16,-102.236844,32.337047,Unavailable,TXHUB,,"Midland, TX",904,1/15/23,
4O,MID01,-102.2322,31.949,Unavailable,TXHUB,,"Midland, TX",880,9/16/21,
TX,MB17,-102.04114,32.031106,,,,"Midland,  TX",852,2/16/23,
TX,MB18,-102.171812,32.082143,Unavailable,TXHUB,,"Midland, TX",871,2/16/23,
DB,MID04,-101.8636,32.2189,Unavailable,TXHUB,,"Midland, TX",853,2/14/22,
DB,UB01,-103.2117,31.1133,Unavailable,TXHUB,,"Coyanosa,TX",844,11/16/20,
TX,PB02,-103.51,31.41,,,,,792,1/27/17,
TX,SN01,-100.89,32.86,,,,,717,3/10/17,
TX,SN05,-100.88,32.88,,,,,724,3/8/17,
TX,SN06,-103.22,31.65,,,,,831,10/11/17,
TX,PB44,-103.986965,31.92377,,,,"Angeles, TX",894,3/8/23,
4O,BP01,-103.8244,31.8409,Unavailable,TXHUB,,"East of Orla,  TX",806,2/3/23,
4O,MO01,-101.4394,32.5118,,,,,794,3/5/23,
TX,MB19,-101.71205,32.396522,,,,"Midland, TX",786,5/3/23,
TX,YK01,-103.008071,33.110552,,,,"Denver City, TX",1150,3/13/23,
TX,MB03,-100.615009,31.741898,,,,,734,4/19/23,
4O,SM01,-101.9041,32.1913,,,,,852,5/31/23,
TX,PB51,-103.381836,31.940163,Unavailable,TXHUB,,"Mentone,TX",978,5/17/23,
TX,PB27,-103.13,31.58,,YC,,,812.3,7/23/19,
TX,PB15,-103.084389,31.211399,,YC,ELE/TIME Unavailable,,743,7/23/19,
NX,WTX29,-103.56,32.74,,YC,,,1207,11/5/20,
NX,WTX28,-103.38,32.88,,YC,,,1173,11/5/20,
DB,MID01,-102.2322,31.949,Unavailable,YC,SAME AS 4O.MID01,"MIdland, TX",880,11/16/20,
TX,EF00,-98.380371,29.128069,,YC,,Floresville,173.6,6/22/18,
TX,EF01,-98.38039,29.12809,,YC,,Eagle Ford 01,173,42935,
TA,435B,-97.585,30.7827,,YC,,"Jarrell, TX",248,1/15/10,
TA,833A,-99.3939,28.3236,,YC,,"Chaparral WMA, Artesia Wells, TX, USA",171,12/4/09,
TA,MSTX,-102.7724,33.969601,,YC,,"Muleshoe, TX",1167,4/23/08,
TX,FW03,-98.065201,33.039623,,YC,,Perrin-Whitt Elementary School,321.7,10/17/16,
DB,MID02,-102.1669,32.1297,Same as 4O.MID02?,YC,,"Midland, TX",883,12/6/21,
4O,MBBB,-101.891072,32.246247,Same as MBBB1,,,,855,9/16/21,
4O,MID0,-102.1669,32.1297,Same as 4O.MID02?,TXHUB,,"Midland, TX",883,12/6/21,
TX,PB16A,-103.252,31.12496,Same as PB16,TXHUB,,"Coyanosa, TX",848,2/12/19,
GM,NMP0,-103.86048,32.20476,U.S. Geological Survey Networks (),YC,,New Mexico Permian - Site# 01,1048,11/5/19,
TA,ABTX,-99.643097,32.623798,,YC,,"Abilene, Hawley, TX, USA",502,2/12/09,8/15/18
TA,WHTX,-97.4561,31.991301,,YC,,,190,8/14/18,
4F,VPCK,-97.1659,32.4584,,YC,,,200,5/10/15,7/15/19
TX,FW16,-96.89716,32.48187,,YC,,Waxahatchie,215,11/15/16,
ZW,AZDA,-97.555344,32.972836,,YC,,Azle North Cardinal Rd,238,1/8/14,12/31/18
ZW,AZWR,-98.311996,32.811501,,YC,,Azle B4,381,,
GL,PEC3,-103.866997,31.370499,Guralp Test Network,YC,,,921.9,5/26/23,
GL,PEC2,-103.866997,31.370499,Guralp Test Network,YC,,,921.9,5/26/23,
GL,PEC1,-103.866997,31.370499,Guralp Test Network,YC,,,921.9,5/26/23,
SM,M201,-101.6388,32.325,"SM Energy Stations near Stanton, TX",YC,,,741,5/14/18,
ZP,SC12,-99.3547,34.921667,Seismic Investigation of South Central Oklahoma,YC,,,472,,
ZP,SC13,-96.945632,34.727653,Seismic Investigation of South Central Oklahoma,YC,,,363,,
GL,ODS2,-102.55,32.1201,Guralp Test Network,YC,,,947,,
MB,MBBB1,-101.891072,32.246247,,YC,,,855,9/16/21,
4O,GV01,-101.59866,32.40766,,YC,,,807,,
4O,GV02,-101.39524,32.35144,,YC,,,779,,
SC,CAR,-106.734497,33.952499,,YC,,,1658,,
GL,ODS1,-102.55,32.1201,,YC,,,947,,
4O,MBBB3,-101.709457,31.843938,,,,"Glasscock, County",727,1/18/23,
4O,MBBB4,-101.89224,31.830239,,,,"Midland, County",714,1/18/23,
4O,MBBB5,-102.082661,32.282248,,,,"Martin, County",779,1/19/23,
SM,M017,-101.3832,32.4902,,YC,,,769,,
SM,M044,-101.5561,32.1539,,YC,,,738,,
SM,M048,-101.7446,32.4609,,YC,,,786.993,,
SM,M109,-101.4701,32.1757,,YC,,,802,,
SM,M119,-101.6859,32.2643,,YC,,,729,,
SM,M138,-101.4485,32.4135,,YC,,,782,,
SM,M152,-101.5256,32.3304,,YC,,,795,,
SM,M169,-101.7278,32.1356,,YC,,,746.952,,
SM,M239,-101.4108,32.245,,YC,,,716,,
TA,121A,-107.785103,32.532398,New Mexico Tech Seismic Network (),YC,,Cookes Peak,1652,3/5/19,
TA,T25A,-104.4108,37.1388,,YC,,,2017,,
TA,Y22D,-106.921,34.0739,,YC,,,1436,,
NX,WTX18,-104.376709,31.602689,,YC,,,1165,,
